CNPJ,Loja,Segmento,GP,GN,Feirao,Comercial,Gestor,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto
32936020000165,BARUC COMERCIO DE VEICULOS LTDA,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,Eduardo Luis Braceiro,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,55,Até 100,29/08/2026,Até 15 dias,PAGA
32992683000105,Macedo car se ltda,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Clevina Santos melo,Feirão Pontual - Feirão Setembro,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
33068868000182,ASL COMERCIO DE VEICULOS LTDA,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,DIEGO JAKPOZYNEK,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,41,Até 50,31/08/2026,Até 15 dias,PAGA
33108865000125,Maxi Car Comercio de Veiculos LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Felipe Gabriel Kerscher,FEIRÃO SETEMBRO - G,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
33204392000160,Atacadão do Carro,Revenda Multimarcas,PR1 - DOUGLAS INÁCIO DA SILVA,João Leonardo Dacheri,Feirão Pontual - 2 Feirões,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
3321969000152,JOAO MARCELO APARECIDO BENATTI & CIA LTDA,Revenda Multimarcas,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Jessica Cristina de Oliveira,Feirão Pontual - 3 Feirões,Andre Souza,Luana Mota,47,Até 50,29/08/2026,Até 15 dias,PAGA
33343712000162,TOP VEICULOS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,DIego de Moraes Subtil,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,43,Até 50,28/08/2026,Até 15 dias,PAGA
33393700000142,Auto Giro,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Ivo Rodrigues de Souza,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,21,Até 30,28/08/2026,Até 15 dias,1 PARC ATRASO
33398854000127,Neko Garages,RevendaCarro,SP8 - VAGO,Karina Pasquarelli Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,25,Até 30,31/08/2026,Até 15 dias,PAGA
33410808000104,4 Rodas Automoveis,RevendaCarro,SC2 - FABIANO HEIL DIAS,VILMAR SOBCSIK,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
33472892000182,SULSERRA MOTORS COMERCIO DE VEICULOS LTDA,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Greice Nunes,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
33482323000118,PINHEIRO VEICULOS LTDA,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,RUI ADALBERTO KUNZE JUNIOR,FEIRÃO SETEMBRO - G,Tatiane Silva,Renan Winterink,22,Até 30,31/08/2026,Até 15 dias,PAGA
33514611000107,FABIO VEICULOS,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,GLEYDSON RODRIGUES RIBEIRO DE ALMEIDA,Feirão Pontual - Feirão Setembro,,,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
33556484000109,ADAO DOUGLAS RODRIGUES DA COSTA,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Elísia Nataly Lima Martins Barros,Feirão Pontual - 2 Feirões,Fernanda Souza,Fernanda Souza,7,Até 10,18/08/2026,Até 15 dias,PAGA
33671979000189,J R B DE OLIVEIRA FILHO,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,jonathas da silva andrade,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,07/04/2025,Acima de 90 dias,PENDENTE_ACEITE
33674978000198,LEAO MOTORS LTDA,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,MARCOS HIGINO DA SILVA,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
33739013000136,Fontanella Assessoria E Comercio Ltda,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,14,Até 20,28/08/2026,Até 15 dias,PAGA
33749776000168,ALEX SILVA,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,ALEX RAMOS LEITE DA SILVA,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,9,Até 10,22/08/2026,Até 15 dias,3 PARC ATRASO
33763796000193,A MARINHO PICANCO LTDA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
33882843000118,SENNA RS MOTORS,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Danielly Mazza,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,11,Até 20,30/07/2026,31 a 60 dias,PAGA
33883532000173,Lancia Veiculos,RevendaCarro,SP2 - LUIZ DE OLIVEIRA CRUZ,Eliana Serafim de Freitas,FEIRÃO SETEMBRO - M,Luana Mota,Luana Mota,0,Sem Estoque,,Nunca atualizou,PAGA
33906703000132,Nacional veículos Ltda,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Denise Rocha da Costa,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
33948616000148,V R MOTORS,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,Carlos Alberto Rosa,2 FEIROES - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
33979492000168,Blumenau Multimarcas,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,João Vitor Salvador dos Santos,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,30,Até 30,26/08/2026,Até 15 dias,1 PARC ATRASO
33980966000191,Fernando Repasses,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Alex Mateus Gugel,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,43,Até 50,27/08/2026,Até 15 dias,PAGA
34004870000150,Rubens Antunes Automóveis LTDA / IMPERAR MULTIMARCAS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,44,Até 50,31/08/2026,Até 15 dias,1 PARC ATRASO
34018588000122,SILVA ARAUJO COMERCIO DE VEICULOS LTDA,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Dene Moreira Alves,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
3406561000183,PA Automóveis,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Jefferson Vinicio de Oliveira Pereira,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,05/11/2022,Acima de 90 dias,PAGA
34086531000160,CONNECTCAR COMERCIO DE VEICULOS LTDA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Denise Rocha da Costa,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,8,Até 10,15/05/2026,Acima de 90 dias,PAGA
34146877000107,REI DO FEIRAO MULTIMARCAS LTDA,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Eduardo Bittencourt,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,102,Acima 101,26/08/2026,Até 15 dias,1 PARC ATRASO
34163643000178,Auto vale,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Maicon Augusto de castro,FEIRÃO SETEMBRO - M,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
34166654000101,HORSE AUTOMOVEIS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,CYNTHIA FERNANDES MOURA,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
34284525000118,Vip Car Multimarcas,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Gian Luka Santos Morais,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,4 PARC ATRASO
34285661000122,HB multimarcas importados Eireli,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Rafael Alves Coelho,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
3430123000150,ELITE MOTORS VEICULOS,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,GENIVAL CRUZ,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,28/08/2026,Até 15 dias,PAGA
34338933000105,PAULISTA COMERCIO E LOCADORA DE VEICULOS EIRELI,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,AMANDA MALLMANN MARTINS,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,25/03/2022,Acima de 90 dias,PENDENTE_ACEITE
34360710000144,JG VEICULOS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
34403695000174,Rodocar Veículos,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Brunno Andrade Marques,Feirão Pontual - 2 Feirões,Ludmila Martins,Renan Winterink,0,Sem Estoque,17/04/2025,Acima de 90 dias,PAGA
34437564000108,AUTO CLARO MULTIMARCAS LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,CAROLINA ARAUJO DE PAIVA FRANCI,2 FEIROES - P,Juliana Grande,Juliana Grande,21,Até 30,28/08/2026,Até 15 dias,PAGA
34507623000177,INFINITY MOTORS,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,ALISSON DIEGO GROCHOVSKI,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,9,Até 10,19/05/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO
34536702000106,JOAB AUTOMOVEIS,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,lucas eredia amorim,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
34577390000189,WFULL MOTORS LTDA,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,GUSTAVO ISAC ROSA,Feirão Pontual - 2 Feirões,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
34640646000155,FABIO VEÍCULOS,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,LUCAS DIOGO ALVES FERREIRA,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
34673115000169,Lmd Motors Comercio de Veículos Ltda,RevendaCarro,SP4 - TIAGO FLORIANO OLIVEIRA,Viviani dos Santos Freitas,FEIRÃO SETEMBRO - G,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
34696225000146,JOSE ALTAMIR DA SILVA REBELO / REBELO VEÍCULOS,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Douglas Maciel Padilha,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
3474143000123,J L DA CUNHA,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Claudia de Lima Campelo,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,2,Até 5,15/06/2026,61 a 90 dias,PAGA
34754232000157,BAHAMAS AUTOMOVEIS,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Cassiano Matteus Goes,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
34832361000116,Vertex motors,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Sergio Ricardo Parisio Santos,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,23,Até 30,25/08/2026,Até 15 dias,PAGA
34863254000155,SILVERIO MULTIMARCAS,Revenda Multimarcas,SPINT5 - EDILSON BERNAL MOLEIRO,ANDREIA FIASCHI ANDREOLI,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,111,Acima 101,31/08/2026,Até 15 dias,PAGA
34874894000160,AUTO SPORT,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,KAREN SABRINA NEVES DA SILVA,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,16,Até 20,31/08/2026,Até 15 dias,PAGA
34904590000107,Kinhoshow10,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,Márcio Paz Lopes,Feirão Pontual - Feirão Setembro,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
34910553000101,Yones Car,Revenda Multimarcas,PR2 - MARIA INES ANTUNES,Carlos Henrique Vicente Petrelli,Feirão Pontual - Feirão Setembro,Lucynara Ochiai,Renan Winterink,37,Até 50,27/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO
35010403000104,M G Silva Automóveis LTDA,Revenda Multimarcas,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Rosilene Morais Alves Campos,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,7,Até 10,20/05/2026,Acima de 90 dias,PAGA
35036621000100,Sempre Mais Comercio de Veiculos LTDA,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Silvia Pires de Almeida Souza,Feirão Pontual - 3 Feirões,Luana Marques,Juliana Grande,116,Acima 101,31/08/2026,Até 15 dias,PAGA
35042158000109,VIRTUS MULTIMARCAS,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Gilbert Santos de Oliveira,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,60,Até 100,29/08/2026,Até 15 dias,PAGA
35076030000166,SHUANN DOCA VEICULOS LTDA,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Luciano dos Santos,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,11,Até 20,21/08/2026,Até 15 dias,1 PARC ATRASO
35114425000106,FD MULTIMARCAS COMERCIO DE VEICULOS AUTOMOTIVOS EITELI,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Andreia Antunes,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,04/08/2026,Até 30 dias,4 PARC ATRASO
35264543000109,Pablo Car,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Glaucio Luiz dos santos ferreira,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,8,Até 10,26/08/2026,Até 15 dias,PAGA
35287604000145,Velomax,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Elaine Cristina Moreira Dias,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,9,Até 10,27/08/2026,Até 15 dias,PAGA
35288889000139,PRIME LOCACAO E COMERCIO DE VEICULOS LTDA,RevendaCarro,SP4 - TIAGO FLORIANO OLIVEIRA,Rafael Contessoto,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,17/06/2026,61 a 90 dias,PENDENTE_ACEITE
35413961000102,AXEL VEICULOS LTDA,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,SHIRLLEY BLAIR SOUSA ARAUJO,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,13,Até 20,28/08/2026,Até 15 dias,2 PARC ATRASO
35419841000112,NOME EMPRESARIAL GUIGO COMERCIO DE VEICULOS LTDA,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Adriana Alles,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
35444364000145,Nossa Senhora Aparecida Veículos,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,21,Até 30,27/08/2026,Até 15 dias,2 PARC ATRASO
35450773000154,DIONATAN PLATE MACHADO,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,CARLOS MAURICIO SILVA DA TRINDADE,FEIRÃO SETEMBRO - P,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
35512264000109,LISBOA COMERCIO DE AUTOMÓVEIS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,7,Até 10,01/07/2026,61 a 90 dias,2 PARC ATRASO
35517212000125,Estação automóveis,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,José Raul Antunes,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
35517710000178,JS VEÍCULOS,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,JEFFERSON DA SILVA TENORIO,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,111,Acima 101,31/08/2026,Até 15 dias,PAGA
35608197000120,RAFFICK COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,RENAN FELIPE DE OLIVEIRA CHIARI,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,01/11/2021,Acima de 90 dias,PAGA
35626741000167,R M P LINDOSO LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,JAINARA MAYRA SILVA PENHA DE OLIVEIRA,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
35631513000185,FR MOTORS SERVICOS DE APOIO AO COMERCIO DE AUTOMOVEIS LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,daiane fernandes fidencio,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
35659567000159,MORAIS RENT CAR,Revenda Multimarcas,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Nayade Sabrina Mendes Malato,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,3 PARC ATRASO
35662803000196,Flávia da Silva de matos intermediacao e agenciamento ltda,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Julio cesar oliveira  farias,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
35687971000136,TURBO VEICULOS LTDA,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,0,Feirão Pontual - 3 Feirões,Bruna de Paula,Renan Winterink,39,Até 50,18/08/2026,Até 15 dias,PAGA
35701277000398,Cia do Carro,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Jaqueline Schlickmann Luciano Ferreira,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
35713977000130,A. L. DE SOUZA AIRES LTDA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Robson Picanco Ferreira,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
35750922000109,ARV MOTORS INTERMEDIACAOES E COMERCIO DE VEICULOS LTDA,RevendaCarro,SP8 - VAGO,Karoli Gomes,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,01/12/2021,Acima de 90 dias,PAGA
35756173000119,FINAN AUTO,Revenda Multimarcas,SPINT2 - MARCELO DE SOUSA CAETANO,Priscila Ribeiro Scaransi,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,62,Até 100,29/08/2026,Até 15 dias,PAGA
35785227000174,S B VEICULOS LTDA,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,PAULO PORTELLA,Feirão Pontual - 3 Feirões,,,33,Até 50,26/08/2026,Até 15 dias,PAGA
35795041000104,F M COMERCIO VAREJISTA DE VEICULOS LTDA,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Thiago Romero Soares e Dantas,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
35831026000166,ANDRE MOI COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Wellington Antônio da Silva,FEIRÃO SETEMBRO - P,Andre Souza,Luana Mota,0,Sem Estoque,19/07/2024,Acima de 90 dias,PENDENTE_ACEITE
35852377000153,INVICTA VEICULOS NF LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Jean Edson de Simas Granito,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
35858304000179,M F DA SILVA CORRETORA DE VEICULOS,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Joseane nayara da silva Santos,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
35874877000196,JP VEÍCULOS JUAZEIRO,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,LUCAS DIOGO ALVES FERREIRA,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
35962151000105,Leo Automoveis,Revenda Multimarcas,SPINT2 - MARCELO DE SOUSA CAETANO,Mário Paulo Villa Scaff,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,16,Até 20,25/08/2026,Até 15 dias,PAGA
35970458000158,TRINDADE VEICULOS LTDA,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,Gustavo Rezende,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,14/05/2024,Acima de 90 dias,PAGA
36040950000197,JR SALLN AUTOMOVEIS LTDA,Revenda Multimarcas,SP2 - LUIZ DE OLIVEIRA CRUZ,jaqueline dos santos conceicao,Feirão Pontual - Feirão Setembro,Luana Mota,Luana Mota,0,Sem Estoque,29/09/2025,Acima de 90 dias,PAGA
36051574000136,VILLAGGIO MULTIMARCAS LTDA,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,CAROLINA ARAUJO DE PAIVA FRANCI,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
36063342000106,CSCAR COMERCIO DE VEICULOS LTDA,ConcessionariaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Janaina lima,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,24,Até 30,18/08/2026,Até 15 dias,PAGA
36064105000151,CABEÇA BRANCA VEICULOS,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,OTONI OLIVEIRA PEREIRA,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
36113873000158,ZACA INTERMEDIACOES E COMERCIO DE VEICULOS LTDA,RevendaCarro,SP7 - FLAVIA DE FATIMA CORREA,Raul lincoln de mello euzebio,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,07/03/2024,Acima de 90 dias,PAGA
36131649000199,Airam motors Ltda,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Fabiana de Moraes cardoso,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,0,Sem Estoque,30/05/2026,Acima de 90 dias,5 PARC ATRASO
36155356000141,IRMAOS SCHUELER LTDA,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Jean Edson de Simas Granito,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,17/05/2022,Acima de 90 dias,PAGA
36169005000190,J P DE ARAUJO VEICULOS LTDA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,SUELEM CRISTINA BACELAR LIPES DA ROCHA,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,04/05/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO
36182941000130,W Lima đa Silva Comercio LTDA,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,Eduardo Oda Resende,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
36187366000169,SC AUTO VEICULOS LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Luanna Caroline Milbratz,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,30,Até 30,21/08/2026,Até 15 dias,PAGA
3624740000197,PR Veículos,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Elivelton Duarte,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
36400967000108,LIZANDRO GOLDANI GOMES,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,Maicon Augusto de Castro,Feirão Pontual - 3 Feirões,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
36418001000106,RODRIGO AUTO CAR AUTOMOVEIS LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Micaela Pereira,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,31,Até 50,29/08/2026,Até 15 dias,PAGA
36444400000133,IACAR MULTIMARCAS COM DE VEICULOS LTDA,RevendaCarro,SC2 - FABIANO HEIL DIAS,Ivo Rodrigues de Souza,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
36521903000165,ISIDORO AUTOMOVEIS PREMIUM,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Rafael Carvalho Nunes,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,10,Até 10,27/08/2026,Até 15 dias,PAGA
36589194000150,Acesso Oeste veículos,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,carolina jardim rocha araujo,FEIRÃO SETEMBRO - P,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
