CNPJ,Loja,Segmento,GN,Feirao,Comercial,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto,Tem_Credencial,Contato_Wpp,Contato_Email
35076030000166,SHUANN DOCA VEICULOS LTDA,Revenda Multimarcas,Luciano dos Santos,Feirão Pontual - 3 Feirões,Gabriel Pereira,11,Até 20,21/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
35114425000106,FD MULTIMARCAS COMERCIO DE VEICULOS AUTOMOTIVOS EITELI,Revenda Multimarcas,Andreia Antunes,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,04/08/2026,Até 30 dias,4 PARC ATRASO,Sim,Não,Não
35264543000109,Pablo Car,Revenda Multimarcas,Glaucio Luiz dos santos ferreira,Feirão Pontual - 3 Feirões,Fernanda Souza,8,Até 10,26/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
35287604000145,Velomax,RevendaCarro,Elaine Cristina Moreira Dias,FEIRÃO SETEMBRO - P,Ludmila Martins,9,Até 10,27/08/2026,Até 15 dias,PAGA,Não,Não,Não
35288889000139,PRIME LOCACAO E COMERCIO DE VEICULOS LTDA,RevendaCarro,Rafael Contessoto,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,17/06/2026,61 a 90 dias,PENDENTE_ACEITE,Não,Não,Não
35413961000102,AXEL VEICULOS LTDA,Revenda Multimarcas,SHIRLLEY BLAIR SOUSA ARAUJO,Feirão Pontual - 3 Feirões,Ruana Figueroa,13,Até 20,28/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Não,Não
35419841000112,NOME EMPRESARIAL GUIGO COMERCIO DE VEICULOS LTDA,RevendaCarro,Adriana Alles,FEIRÃO SETEMBRO - P,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
35444364000145,Nossa Senhora Aparecida Veículos,Revenda Multimarcas,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,21,Até 30,27/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Sim,Sim
35450773000154,DIONATAN PLATE MACHADO,RevendaCarro,CARLOS MAURICIO SILVA DA TRINDADE,FEIRÃO SETEMBRO - P,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
35512264000109,LISBOA COMERCIO DE AUTOMÓVEIS,Revenda Multimarcas,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,7,Até 10,01/07/2026,61 a 90 dias,2 PARC ATRASO,Sim,Não,Não
35517212000125,Estação automóveis,RevendaCarro,José Raul Antunes,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
35517710000178,JS VEÍCULOS,Revenda Multimarcas,JEFFERSON DA SILVA TENORIO,Feirão Pontual - 3 Feirões,Fernanda Souza,111,Acima 101,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
35608197000120,RAFFICK COMERCIO DE VEICULOS LTDA,RevendaCarro,RENAN FELIPE DE OLIVEIRA CHIARI,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,01/11/2021,Acima de 90 dias,PAGA,Sim,Sim,Sim
35626741000167,R M P LINDOSO LTDA,RevendaCarro,JAINARA MAYRA SILVA PENHA DE OLIVEIRA,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
35631513000185,FR MOTORS SERVICOS DE APOIO AO COMERCIO DE AUTOMOVEIS LTDA,RevendaCarro,daiane fernandes fidencio,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
35659567000159,MORAIS RENT CAR,Revenda Multimarcas,Nayade Sabrina Mendes Malato,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,3 PARC ATRASO,Sim,Sim,Sim
35662803000196,Flávia da Silva de matos intermediacao e agenciamento ltda,RevendaCarro,Julio cesar oliveira  farias,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
35687971000136,TURBO VEICULOS LTDA,Revenda Multimarcas,0,Feirão Pontual - 3 Feirões,Bruna de Paula,39,Até 50,18/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
35701277000398,Cia do Carro,Revenda Multimarcas,Jaqueline Schlickmann Luciano Ferreira,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
35713977000130,A. L. DE SOUZA AIRES LTDA,RevendaCarro,Robson Picanco Ferreira,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
35750922000109,ARV MOTORS INTERMEDIACAOES E COMERCIO DE VEICULOS LTDA,RevendaCarro,Karoli Gomes,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,01/12/2021,Acima de 90 dias,PAGA,Sim,Sim,Sim
35756173000119,FINAN AUTO,Revenda Multimarcas,Priscila Ribeiro Scaransi,Feirão Pontual - 3 Feirões,Juliana Grande,62,Até 100,29/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
35785227000174,S B VEICULOS LTDA,Revenda Multimarcas,PAULO PORTELLA,Feirão Pontual - 3 Feirões,,33,Até 50,26/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
35795041000104,F M COMERCIO VAREJISTA DE VEICULOS LTDA,RevendaCarro,Thiago Romero Soares e Dantas,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
35831026000166,ANDRE MOI COMERCIO DE VEICULOS LTDA,RevendaCarro,Wellington Antônio da Silva,FEIRÃO SETEMBRO - P,Andre Souza,0,Sem Estoque,19/07/2024,Acima de 90 dias,PENDENTE_ACEITE,Não,Não,Não
35852377000153,INVICTA VEICULOS NF LTDA,Revenda Multimarcas,Jean Edson de Simas Granito,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
35858304000179,M F DA SILVA CORRETORA DE VEICULOS,RevendaCarro,Joseane nayara da silva Santos,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
35874877000196,JP VEÍCULOS JUAZEIRO,Revenda Multimarcas,LUCAS DIOGO ALVES FERREIRA,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
35962151000105,Leo Automoveis,Revenda Multimarcas,Mário Paulo Villa Scaff,Feirão Pontual - 3 Feirões,Juliana Grande,16,Até 20,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
35970458000158,TRINDADE VEICULOS LTDA,RevendaCarro,Gustavo Rezende,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,14/05/2024,Acima de 90 dias,PAGA,Sim,Não,Não
36040950000197,JR SALLN AUTOMOVEIS LTDA,Revenda Multimarcas,jaqueline dos santos conceicao,Feirão Pontual - Feirão Setembro,Luana Mota,0,Sem Estoque,29/09/2025,Acima de 90 dias,PAGA,Sim,Não,Não
36051574000136,VILLAGGIO MULTIMARCAS LTDA,RevendaCarro,CAROLINA ARAUJO DE PAIVA FRANCI,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
36063342000106,CSCAR COMERCIO DE VEICULOS LTDA,ConcessionariaCarro,Janaina lima,FEIRÃO SETEMBRO - P,Ruana Figueroa,24,Até 30,18/08/2026,Até 15 dias,PAGA,Não,Não,Não
36064105000151,CABEÇA BRANCA VEICULOS,RevendaCarro,OTONI OLIVEIRA PEREIRA,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
36113873000158,ZACA INTERMEDIACOES E COMERCIO DE VEICULOS LTDA,RevendaCarro,Raul lincoln de mello euzebio,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,07/03/2024,Acima de 90 dias,PAGA,Sim,Não,Não
36131649000199,Airam motors Ltda,Revenda Multimarcas,Fabiana de Moraes cardoso,Feirão Pontual - 3 Feirões,Tatiane Silva,0,Sem Estoque,30/05/2026,Acima de 90 dias,5 PARC ATRASO,Não,Não,Não
36155356000141,IRMAOS SCHUELER LTDA,RevendaCarro,Jean Edson de Simas Granito,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,17/05/2022,Acima de 90 dias,PAGA,Não,Sim,Sim
36169005000190,J P DE ARAUJO VEICULOS LTDA,RevendaCarro,SUELEM CRISTINA BACELAR LIPES DA ROCHA,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,04/05/2026,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
36182941000130,W Lima đa Silva Comercio LTDA,RevendaCarro,Eduardo Oda Resende,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
36187366000169,SC AUTO VEICULOS LTDA,RevendaCarro,Luanna Caroline Milbratz,FEIRÃO SETEMBRO - M,Gabriel Pereira,30,Até 30,21/08/2026,Até 15 dias,PAGA,Sim,Não,Não
3624740000197,PR Veículos,RevendaCarro,Elivelton Duarte,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
36400967000108,LIZANDRO GOLDANI GOMES,Revenda Multimarcas,Maicon Augusto de Castro,Feirão Pontual - 3 Feirões,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
36418001000106,RODRIGO AUTO CAR AUTOMOVEIS LTDA,RevendaCarro,Micaela Pereira,FEIRÃO SETEMBRO - M,Gabriel Pereira,31,Até 50,29/08/2026,Até 15 dias,PAGA,Não,Não,Não
36444400000133,IACAR MULTIMARCAS COM DE VEICULOS LTDA,RevendaCarro,Ivo Rodrigues de Souza,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
36521903000165,ISIDORO AUTOMOVEIS PREMIUM,Revenda Multimarcas,Rafael Carvalho Nunes,Feirão Pontual - Feirão Setembro,Gabriel Pereira,10,Até 10,27/08/2026,Até 15 dias,PAGA,Sim,Não,Não
36589194000150,Acesso Oeste veículos,RevendaCarro,carolina jardim rocha araujo,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
36602356000142,Antunes automoveis,Revenda Multimarcas,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
36902770000177,IDEAL MOTORS MULTIMARCAS,Revenda Multimarcas,GILMAR OLIVEIRA PEREIRA,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,EM PROCESSAMENTO,Sim,Não,Não
36945559000131,GOLDCAR AUTOMOVEIS LTDA,Revenda Multimarcas,JAILSON MORAES,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
36995529000130,Show Car,RevendaCarro,Henrique Fernandez Beltrão,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
37023342000137,M2 Multimarcas Ltda,Revenda Multimarcas,MAYARA CAROLINE NEIS,Feirão Pontual - 3 Feirões,Gabriel Pereira,0,Sem Estoque,15/05/2026,Acima de 90 dias,4 PARC ATRASO,Não,Não,Não
37089528000199,G-CAR COMERCIO E SERVIÇOS AUTOMOTIVOS LTDA,RevendaCarro,Poliane Penido,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
37100874000120,lucas veiculos ltda,Revenda Multimarcas,clevina santos melo,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
37187063000109,Redivo Veiculos Multimarcas,Revenda Multimarcas,Jaqueline Schlickmann Luciano Ferreira,Feirão Pontual - 3 Feirões,Gabriel Pereira,68,Até 100,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
37202339000180,EA Motors,Revenda Multimarcas,ANGELICA PERPETUA CARDOZO,Feirão Pontual - 3 Feirões,Tatiane Silva,0,Sem Estoque,26/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Não,Não
37203730000108,CASSIANO COMERCIO DE VEICULOS LTDA,RevendaCarro,José Romário Feitosa dos Santos,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
37213072000127,G O ARAGAO,RevendaCarro,ANTONIO JOSE AYRES,FEIRÃO SETEMBRO - P,Ruana Figueroa,13,Até 20,14/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
37282283000111,R5 MULTIMARCAS LTDA,Revenda Multimarcas,Jose Eduardo Rosa Costa,Feirão Pontual - 3 Feirões,Andre Souza,2,Até 5,15/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
37293757000120,Biguacu Veiculos Ltda,Revenda Multimarcas,Gustavo Jefferson Sousa,Feirão Pontual - 3 Feirões,Gabriel Pereira,27,Até 30,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
37293885000174,CENTRAL MOTOS E VEÍCULOS LTDA,RevendaCarro,MAIRA GONCALVES AMORIM,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
37451046000137,Jvd comércio de automóveis,RevendaCarro,francielle cisenski,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
37456150000114,LUPER MOTORS LTDA,Revenda Multimarcas,Ariela da silva,Feirão Pontual - 3 Feirões,Gabriel Pereira,30,Até 30,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
37498570000163,Ferreira Car,Revenda Multimarcas,ANNDRE DOS SANTOS,Feirão Pontual - 3 Feirões,Juliana Grande,0,Sem Estoque,29/07/2026,31 a 60 dias,5 PARC ATRASO,Não,Não,Não
3751483000154,FLAMMA AUTOMOVEIS,Revenda Multimarcas,THOMAS EDISON PEREIRA,Feirão Pontual - 2 Feirões,Gabriel Pereira,34,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
37526051000161,Euro Veiculos,Revenda Multimarcas,Jeferson wellinton cavalcante Matos,Feirão Pontual - 3 Feirões,Tatiane Silva,13,Até 20,26/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
37527036000138,CD COMERCIO DE VEÍCULOS LTDA,Revenda Multimarcas,João Victor Vicente dos Santos,Feirão Pontual - 3 Feirões,Ruana Figueroa,32,Até 50,30/08/2026,Até 15 dias,2 PARC ATRASO,Não,Não,Não
37539162000102,GARAGE AUTOMOVEIS LTDA,Revenda Multimarcas,Gilbert Santos de Oliveira,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
37568902000139,RENAN FERREIRA RODRIGUES,RevendaCarro,MARCOS ROBERTO OLIVEIRA DA SILVA,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,16/06/2021,Acima de 90 dias,PAGA,Sim,Não,Não
37618193000159,MB AUTO STORE,RevendaCarro,Lericia Cavalcanti Manoel,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
37652285000155,B R OLIVEIRA  LTDA,Revenda Multimarcas,EDUARDO CESAR ARANHA BUNA,Feirão Pontual - 3 Feirões,Fernanda Souza,4,Até 5,10/04/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
37668535000145,D V DA SILVA MOTOS,RevendaMoto,Liciane Santana,FEIRÃO SETEMBRO - G,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
37681712000123,Like automoveis,Revenda Multimarcas,Elisangela Silva Gomes,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,15/05/2026,Acima de 90 dias,4 PARC ATRASO,Não,Não,Não
37684801000123,União Veículos,RevendaCarro,hugo santos,FEIRÃO SETEMBRO - G,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
37692948000165,fkm 83 siminovos ltda,Revenda Multimarcas,eduardo ferreira chagas,Feirão Pontual - 3 Feirões,Ruana Figueroa,4,Até 5,21/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
37717703000145,FABIO LUIS VIVEIRO LTDA,RevendaCarro,EDUARDO MACIEL,FEIRÃO SETEMBRO - M,Andre Souza,21,Até 30,26/08/2026,Até 15 dias,PAGA,Sim,Não,Não
37786021000194,Maverick multimarcas com de veículos,RevendaCarro,Caroline Vieira dos Santos,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
37836849000100,DIPCAR VOLDAC,RevendaCarro,Carolina jardim Rocha Araújo,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
37860444000107,M-CAR VEÍCULOS,RevendaCarro,AYRES RODRIGO VALENTE LUCARINI,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
37870299000145,BOX 8 COMERCIO DE AUTOMOVEIS LTDA  Z4 MULTIMARCAS,RevendaCarro,Diego Olimpio Carneiro Baseggio,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
37925475000107,MG CAR VEICULOS LTDA,Revenda Multimarcas,FELIPE CALDAS CAVALCANTE,Feirão Pontual - 3 Feirões,Ruana Figueroa,1,Até 5,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
37931275000159,Base veículos ltda,RevendaCarro,Karine Natália bizarro,FEIRÃO SETEMBRO - P,Gabriel Pereira,1,Até 5,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
37936381000125,Autovox Veículos LTDA,Revenda Multimarcas,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,25,Até 30,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
37949718000139,Torres motors comercio de veiculo LTDA,Revenda Multimarcas,Elisangela Silva Gomes,Feirão Pontual - 3 Feirões,Fernanda Souza,37,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
37968121000131,GREFF CAR MULTIMARCAS LTDA,Revenda Multimarcas,Felipe Gabriel Kerscher,Feirão Pontual - 3 Feirões,Gabriel Pereira,26,Até 30,06/08/2026,Até 30 dias,PAGA,Sim,Sim,Sim
38013596000137,B A S COMERCIO DE VEICULOS,Revenda Multimarcas,Danielly Mazza,Feirão Pontual - Feirão Setembro,Bruna de Paula,29,Até 30,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
38023734000169,AUTOMAX COMERCIO DE VEICULOS LTDA,RevendaCarro,Guilherme Ferreira Miranda,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,14/09/2023,Acima de 90 dias,PAGA,Sim,Sim,Sim
38026960000101,NETO SEMINOVOS,Revenda Multimarcas,Fernanda Meinchein da Silva Pinheiro,Feirão Pontual - 2 Feirões,Gabriel Pereira,31,Até 50,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
38033675000100,Rafael Alves de Azevedo,Revenda Multimarcas,automotivemultimarcasgravatai@gmail.com,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
38044395000105,Norte Car automoveis multimarcas,RevendaCarro,Roberson Sampaio Cardoso junior,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
38047374000135,PRADO MOTORS,Revenda Multimarcas,ANGELICA PERPETUA CARDOZO,Feirão Pontual - 3 Feirões,Tatiane Silva,15,Até 20,26/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
38049176000100,F. E D. COMERCIO DE VEICULOS AUTOMOTIVOS LTDA,RevendaCarro,Janaina lima,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,23/08/2025,Acima de 90 dias,PAGA,Não,Não,Não
38111460000160,JAO VEICULOS LTDA,Revenda Multimarcas,Thais Dos Santos Liberato,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
38113881000120,Autonline Multimarcas Comercio de Veiculos,RevendaCarro,Clenilze de Azevedo Farias,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
38118784000120,Prime Multimarcas Ltda,Revenda Multimarcas,FABIANA FERREIRA RODRIGUES,Feirão Pontual - 2 Feirões,Ludmila Martins,0,Sem Estoque,09/04/2026,Acima de 90 dias,PAGA,Sim,Não,Não
38175075000186,SANRAVI MOTORS COMERCIO DE VEICULOS LTDA,RevendaCarro,jose eduardo rosa costa,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Sim,Sim
38195260000132,ADRIANO URBANO VEICULO EIRELI,RevendaCarro,guilherme grochau de oliveira,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,22/07/2025,Acima de 90 dias,PAGA,Sim,Não,Não
38202353000147,Sedacar Veículos Ltda,RevendaCarro,Janine aparecida Sales Araújo,2 FEIROES - G,Fernanda Souza,58,Até 100,28/08/2026,Até 15 dias,PAGA,Não,Não,Não
38202447000116,MF VEICULOS,Revenda Multimarcas,CAMILA MENDES SANTOS MOREIRA,Feirão Pontual - 3 Feirões,Luana Marques,0,Sem Estoque,27/05/2026,Acima de 90 dias,4 PARC ATRASO,Não,Não,Não
38241785000167,TRIADE CAR COMERCIO DE VEICULOS LTDA,RevendaCarro,Elania Santos de Oliveira,FEIRÃO SETEMBRO - G,Fernanda Souza,0,Sem Estoque,14/08/2026,Até 30 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
38262638000173,AUGUSTO VEICULOS,Revenda Multimarcas,ELISIA NATALY LIMA MARTINS BARROS,Feirão Pontual - 2 Feirões,Fernanda Souza,7,Até 10,11/08/2026,Até 30 dias,PAGA,Sim,Não,Não
38312303000112,Raja Seminovos,Revenda Multimarcas,Vinicius José de Oliveira Alves,Feirão Pontual - 3 Feirões,Ludmila Martins,45,Até 50,31/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
38421215000159,PV VEICULOS LTDA,RevendaCarro,MAIRA GONCALVES AMORIM,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
3845603000182,JANING COMERCIO DE VEICULOS LTDA,RevendaCarro,Thomas Edison Pereira,FEIRÃO SETEMBRO - M,Gabriel Pereira,38,Até 50,26/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
38461391000114,BQ Brasil veículos,Revenda Multimarcas,Janaina lima,Feirão Pontual - Feirão Setembro,Ruana Figueroa,0,Sem Estoque,21/06/2025,Acima de 90 dias,PAGA,Sim,Não,Não
38504176000153,HINGST IMOVEIS LTDA,RevendaCarro,Juliana de Matos,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
38529842000108,GRID MULTIMARCAS,Revenda Multimarcas,IVO RODRIGUES DE SOUZA,Feirão Pontual - Feirão Setembro,Gabriel Pereira,178,Acima 101,06/08/2026,Até 30 dias,PAGA,Sim,Não,Não
38657191000131,R2 MOTORS LTDA,RevendaCarro,Danielly Mazza,FEIRÃO SETEMBRO - P,Bruna de Paula,124,Acima 101,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
39262283000185,Box Car Multimarcas comércio de veiculos Ltda,Revenda Multimarcas,Carlos Eduardo Locio Rosado,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,08/10/2025,Acima de 90 dias,3 PARC ATRASO,Sim,Não,Não
3928179000130,SCARELLI & LOPES LTDA,RevendaCarro,Luciano silvio martins,FEIRÃO SETEMBRO - M,Andre Souza,23,Até 30,26/08/2026,Até 15 dias,PAGA,Sim,Não,Não
39283476000112,Tomtom automóveis ltda,Revenda Multimarcas,Clevina Santos melo,Feirão Pontual - 3 Feirões,Fernanda Souza,8,Até 10,04/08/2026,Até 30 dias,2 PARC ATRASO,Sim,Não,Não
39313451000114,Classe A,Revenda Multimarcas,José Romário Feitosa dos Santos,Feirão Pontual - 3 Feirões,Ruana Figueroa,32,Até 50,24/08/2026,Até 15 dias,3 PARC ATRASO,Sim,Não,Não
39316579000131,New Negocios,Revenda Multimarcas,Marcia Regina Brito Portal,Feirão Pontual - 3 Feirões,Fernanda Souza,20,Até 20,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
39351537000131,POLIGUARA CAR,Revenda Multimarcas,Felipe Pereira dos Santos,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,04/10/2024,Acima de 90 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
39375987000164,VK CARS,Revenda Multimarcas,Eduardo Felipe Faria,Feirão Pontual - 3 Feirões,Luana Marques,0,Sem Estoque,01/04/2024,Acima de 90 dias,PAGA,Sim,Sim,Sim
39447753000185,CARVALHO CORRETORA DE VEICULOS LTDA,RevendaCarro,Janaina lima,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,17/11/2023,Acima de 90 dias,PAGA,Não,Não,Não
39473687000118,Auto Repasse Intermediação comercial Ltda,Revenda Multimarcas,Janine Aparecida Sales Araujo,Feirão Pontual - Feirão Setembro,Fernanda Souza,3,Até 5,27/08/2026,Até 15 dias,PAGA,Sim,Não,Não
39483759000108,EXPRESSA VEICULOS LTDA,Revenda Multimarcas,Elaine Cristina Moreira Dias,Feirão Pontual - Feirão Setembro,Ludmila Martins,41,Até 50,31/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
3952589000116,Shalom Veículos,RevendaCarro,Luiz Antonio Alves Zara,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,26/01/2018,Acima de 90 dias,PAGA,Sim,Não,Não
39544825000102,DALVAN VEICULOS  LTDA,Revenda Multimarcas,KRYSLAISA FONSECA FERRO,Feirão Pontual - 3 Feirões,Fernanda Souza,7,Até 10,06/08/2026,Até 30 dias,1 PARC ATRASO,Sim,Sim,Sim
39575633000163,Seven Car Multimarcas LTDA,Revenda Multimarcas,Maria Iolanda dos Santos Rolemberg,Feirão Pontual - 3 Feirões,Fernanda Souza,17,Até 20,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
39623779000137,MASTER AUTOMOVEIS,RevendaCarro,Gilbert Santos de Oliveira,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
